,Unnamed: 0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1
0,0,0.12793758511543274,0.11599999666213988,0.10887336730957033,0.11599999666213988,0.12811274826526642,0.11599999666213988,0.11939500272274015,0.11599999666213988,0.12414239346981047,0.11599999666213988,0.1163993924856186,0.11599999666213988,0.13051770627498627,0.11599999666213988,0.12057037651538847,0.11599999666213988,0.11748281121253967,0.11599999666213988,0.13084430992603302,0.11599999666213988
1,1,0.17396743595600128,0.0989999994635582,0.1606598198413849,0.0989999994635582,0.1745058298110962,0.0989999994635582,0.1686089038848877,0.0989999994635582,0.17106115818023682,0.0989999994635582,0.16849035024642944,0.0989999994635582,0.17192226648330688,0.0989999994635582,0.17246410250663755,0.0989999994635582,0.17073389887809753,0.0989999994635582,0.17757491767406464,0.0989999994635582
2,2,0.4000048041343689,0.7070000171661377,0.4178318381309509,0.7070000171661377,0.4020538926124573,0.7070000171661377,0.4145007431507111,0.7070000171661377,0.4029199481010437,0.7070000171661377,0.41655975580215454,0.7070000171661377,0.3882870674133301,0.7070000171661377,0.4178284108638763,0.7070000171661377,0.4217879772186279,0.7070000171661377,0.40535059571266174,0.7070000171661377
3,3,0.1527702659368515,0.1550000011920929,0.13675692677497864,0.1550000011920929,0.15314219892024994,0.1550000011920929,0.14588528871536255,0.1550000011920929,0.14943364262580872,0.1550000011920929,0.14457201957702634,0.1550000011920929,0.15270806849002838,0.1550000011920929,0.1486574560403824,0.1550000011920929,0.14630866050720215,0.1550000011920929,0.15606430172920227,0.1550000011920929
4,4,0.8078758716583252,0.6579999923706055,0.8590173721313477,0.6579999923706055,0.8118492364883423,0.6579999923706055,0.8482520580291748,0.6579999923706055,0.8193390965461731,0.6579999923706055,0.8363441228866577,0.6579999923706055,0.8026639223098755,0.6579999923706055,0.8325247168540955,0.6579999923706055,0.8400996923446655,0.6579999923706055,0.8086994886398315,0.6579999923706055
5,5,0.08276253938674928,0.02500000037252903,0.05855068564414977,0.02500000037252903,0.0825824961066246,0.02500000037252903,0.07162517309188843,0.02500000037252903,0.07828298956155777,0.02500000037252903,0.06472054123878479,0.02500000037252903,0.09113018214702606,0.02500000037252903,0.06890739500522614,0.02500000037252903,0.06444133818149568,0.02500000037252903,0.08492923527956009,0.02500000037252903
6,6,0.040351606905460365,0.017999999225139618,0.011890888214111328,0.017999999225139618,0.039855733513832085,0.017999999225139618,0.027361482381820682,0.017999999225139618,0.03544305264949798,0.017999999225139618,0.01569274067878723,0.017999999225139618,0.05545879900455475,0.017999999225139618,0.01970884203910828,0.017999999225139618,0.013914480805397034,0.017999999225139618,0.04181766882538796,0.017999999225139618
7,7,0.585852861404419,0.9769999980926514,0.6255918145179749,0.9769999980926514,0.5888102054595947,0.9769999980926514,0.6161702275276184,0.9769999980926514,0.5936000943183899,0.9769999980926514,0.6119571924209595,0.9769999980926514,0.5753525495529175,0.9769999980926514,0.6103038787841797,0.9769999980926514,0.6172267198562622,0.9769999980926514,0.5900834798812866,0.9769999980926514
8,8,0.12224207073450087,0.090999998152256,0.10249844193458556,0.090999998152256,0.12237206101417543,0.090999998152256,0.1133410632610321,0.090999998152256,0.11834938824176787,0.090999998152256,0.10991448163986206,0.090999998152256,0.12547972798347473,0.090999998152256,0.11409775167703627,0.090999998152256,0.11083874106407167,0.090999998152256,0.12505748867988584,0.090999998152256
9,9,0.23452860116958615,0.2980000078678131,0.22933761775493625,0.2980000078678131,0.2355252802371979,0.2980000078678131,0.23399461805820465,0.2980000078678131,0.2330109477043152,0.2980000078678131,0.23618170619010925,0.2980000078678131,0.2280406057834625,0.2980000078678131,0.2396654933691025,0.2980000078678131,0.2396340370178223,0.2980000078678131,0.2389156520366669,0.2980000078678131
10,10,0.09397125989198683,0.05299999937415123,0.07098227739334106,0.05299999937415123,0.09387831389904022,0.05299999937415123,0.08342237770557404,0.05299999937415123,0.0896415188908577,0.05299999937415123,0.07759495079517365,0.05299999937415123,0.10077689588069916,0.05299999937415123,0.0817958414554596,0.05299999937415123,0.07767564058303833,0.05299999937415123,0.09632405638694763,0.05299999937415123
11,11,0.7886825799942017,0.8019999861717224,0.8397297859191895,0.8019999861717224,0.7925701141357422,0.8019999861717224,0.8287731409072876,0.8019999861717224,0.7999611496925354,0.8019999861717224,0.8173368573188782,0.8019999861717224,0.7829595804214478,0.8019999861717224,0.8135938048362732,0.8019999861717224,0.8212609887123108,0.8019999861717224,0.7898427248001099,0.8019999861717224
12,12,0.10617896914482117,0.017999999225139618,0.08456435799598694,0.017999999225139618,0.10618190467357637,0.017999999225139618,0.09631390869617462,0.017999999225139618,0.1020280122756958,0.017999999225139618,0.0915776789188385,0.017999999225139618,0.11138027906417848,0.017999999225139618,0.09578002989292143,0.017999999225139618,0.0920337289571762,0.017999999225139618,0.108733132481575,0.017999999225139618
13,13,0.11845258623361588,0.08399999886751175,0.09826143085956572,0.08399999886751175,0.1185525432229042,0.08399999886751175,0.109317809343338,0.08399999886751175,0.11449669301509854,0.08399999886751175,0.10559491068124773,0.08399999886751175,0.12213882058858873,0.08399999886751175,0.1097847744822502,0.08399999886751175,0.10641129314899443,0.08399999886751175,0.12120683491230012,0.08399999886751175
14,14,0.2971183955669403,0.4909999966621399,0.30066004395484924,0.4909999966621399,0.2985497117042541,0.4909999966621399,0.3020870089530945,0.4909999966621399,0.297211229801178,0.4909999966621399,0.30517134070396423,0.4909999966621399,0.2876419126987457,0.4909999966621399,0.30793386697769165,0.4909999966621399,0.3095352053642273,0.4909999966621399,0.30208659172058105,0.4909999966621399
