,0,0
0,0.24842888116836548,0.41999998688697815
1,0.09522673487663269,0.09700000286102295
2,1.3002691268920898,1.1820000410079956
3,0.3847656846046448,0.9309999942779541
4,0.404649943113327,0.07800000160932541
5,0.0870787650346756,0.0560000017285347
6,0.22417494654655457,0.3269999921321869
7,0.12146639823913574,0.1720000058412552
8,0.18892161548137665,0.07800000160932541
9,0.14091241359710693,0.13600000739097595
10,1.3238964080810547,1.6549999713897705
11,0.07583902776241302,0.03400000184774399
12,0.07454003393650055,0.019999999552965164
13,1.3244779109954834,1.4880000352859497
14,0.08307123184204102,0.10599999874830246
15,0.36719101667404175,0.29899999499320984
16,0.2963562607765198,0.37599998712539673
17,0.13033844530582428,0.06499999761581421
18,0.10636661946773529,0.11599999666213989
19,1.1831488609313965,0.9430000185966492
20,0.9686897993087769,0.9490000009536743
21,1.090301752090454,1.0329999923706055
22,1.3285377025604248,1.0950000286102295
23,1.2260093688964844,1.2170000076293945
24,0.19143496453762054,0.16699999570846558
25,0.108490489423275,0.0949999988079071
26,0.9889946579933167,0.7080000042915344
27,0.07518893480300903,0.0
28,0.3070347309112549,0.06499999761581421
29,0.1765143722295761,0.061000000685453415
30,0.28675031661987305,0.6179999709129333
31,0.20932269096374512,0.33399999141693115
32,0.4504703879356384,0.48100000619888306
33,1.2092490196228027,1.3459999561309814
34,0.24296988546848297,0.26600000262260437
35,1.1648216247558594,1.090999960899353
36,0.8879696726799011,0.4059999883174896
37,0.08775098621845245,0.07400000095367432
38,1.037348985671997,0.847000002861023
39,0.10566111654043198,0.15199999511241913
40,0.43972352147102356,0.027000000700354576
41,0.11277145147323608,0.026000000536441803
42,0.07195675373077393,0.04600000008940697
43,1.0624539852142334,0.8740000128746033
44,0.6097779870033264,0.4560000002384186
45,1.0735148191452026,0.9179999828338623
46,0.10991251468658447,0.23999999463558197
47,1.4581549167633057,1.3480000495910645
48,0.1659783124923706,0.41100001335144043
49,0.650636613368988,0.515999972820282
50,0.5976026058197021,0.722000002861023
51,0.12219898402690887,0.04600000008940697
52,0.48625826835632324,0.039000000804662704
53,0.21105290949344635,0.2840000092983246
54,0.08108408749103546,0.02800000086426735
55,0.09936721622943878,0.03200000151991844
56,0.4982808828353882,0.39100000262260437
57,0.07779671251773834,0.04800000041723251
